Receptor_measurement1,log Receptor_measurement1,Receptor_measurement1_log,log Receptor_measurement2,Receptor_measurement2,log_log Receptor_measurement3,Receptor_measurement3,Log_receptor4,Receptor_measurement4,Source_Location_X,Log_X,Source location X log,Log y,Source emission rate,Log,Wind speed,Wind spped log,Wind angle,Wind angle log
2.71E-08,-7.57E+00,0.037329,-1.427953644,0.45579,-0.341235207,0.00084348,-7.567014684,2.71E-08,15,1.176091259,250,2.397940009,0.010179,-1.992294886,1,0,0,
1.55E-08,-7.81E+00,0.021339,-1.670825937,0.26055,-0.584108922,0.00048218,-7.809892512,1.55E-08,15,1.176091259,250,2.397940009,0.011637,-1.934158966,2,0.301029996,0,
2.46E-09,-8.61E+00,0.003389,-2.469928431,0.04138,-1.383209514,7.66E-05,-8.608976631,2.46E-09,15,1.176091259,250,2.397940009,0.0064688,-2.189176276,7,0.84509804,0,
5.54E-09,-8.26E+00,0.0076363,-2.117117018,0.09324,-1.030397735,0.00017255,-8.256168945,5.54E-09,15,1.176091259,250,2.397940009,0.012494,-1.903298498,6,0.77815125,0,
2.96E-10,-9.53E+00,0.00040701,-3.39039492,0.0049696,-2.303678566,9.20E-06,-9.529442515,2.96E-10,15,1.176091259,250,2.397940009,0.0011098,-2.95475528,10,1,0,
3.46E-09,-8.46E+00,0.0047679,-2.321672862,0.058216,-1.234957638,0.00010773,-8.460735664,3.46E-09,15,1.176091259,250,2.397940009,0.010401,-1.982924904,8,0.903089987,0,
1.01E-09,-8.99E+00,0.0013955,-2.855270159,0.017039,-1.768555897,3.15E-05,-8.994347685,1.01E-09,15,1.176091259,250,2.397940009,0.0034247,-2.465377466,9,0.954242509,0,
4.59E-09,-8.34E+00,0.0063184,-2.199392884,0.077148,-1.112675328,0.00014277,-8.338452324,4.59E-09,15,1.176091259,250,2.397940009,0.0051687,-2.286618674,3,0.477121255,0,
3.71E-09,-8.43E+00,0.0051167,-2.291010046,0.062475,-1.204293735,0.00011562,-8.430064563,3.71E-09,15,1.176091259,250,2.397940009,0.0069762,-2.156381077,5,0.698970004,0,
4.64E-10,-9.33E+00,0.00063959,-3.194098335,0.0078094,-2.107382332,1.45E-05,-9.33315455,4.64E-10,15,1.176091259,250,2.397940009,0.001744,-2.758453519,10,1,0,
2.18E-09,-8.66E+00,0.0030069,-2.521881015,0.036714,-1.435168296,6.79E-05,-8.660946264,2.18E-09,15,1.176091259,250,2.397940009,0.0057395,-2.24112594,7,0.84509804,0,
3.71E-09,-8.43E+00,0.0051167,-2.291010046,0.062475,-1.204293735,0.00011562,-8.430064563,3.71E-09,15,1.176091259,250,2.397940009,0.0083714,-2.077201906,6,0.77815125,0,
3.09E-09,-8.51E+00,0.004251,-2.371508895,0.051905,-1.284790805,9.61E-05,-8.510561861,3.09E-09,15,1.176091259,250,2.397940009,0.010433,-1.981590793,9,0.954242509,0,
6.12E-09,-8.21E+00,0.008431,-2.074120911,0.10294,-0.987415836,0.00019051,-8.213177621,6.12E-09,15,1.176091259,250,2.397940009,0.013794,-1.860309778,6,0.77815125,0,
1.13E-09,-8.95E+00,0.0015505,-2.809528229,0.018932,-1.722803504,3.50E-05,-8.948577334,1.13E-09,15,1.176091259,250,2.397940009,0.0012684,-2.896743767,3,0.477121255,0,
4.79E-09,-8.32E+00,0.0065994,-2.180495548,0.080579,-1.093778127,0.00014912,-8.319546636,4.79E-09,15,1.176091259,250,2.397940009,0.0071981,-2.142782124,4,0.602059991,0,
2.05E-09,-8.69E+00,0.0028168,-2.550243988,0.034393,-1.46352994,6.36E-05,-8.689306688,2.05E-09,15,1.176091259,250,2.397940009,0.0069127,-2.16035229,9,0.954242509,0,
5.13E-09,-8.29E+00,0.0070604,-2.151170694,0.086208,-1.06445243,0.00015954,-8.290229871,5.13E-09,15,1.176091259,250,2.397940009,0.013477,-1.870406772,7,0.84509804,0,
8.86E-09,-8.05E+00,0.01221,-1.913284336,0.14909,-0.826551485,0.00027591,-8.052326159,8.86E-09,15,1.176091259,250,2.397940009,0.0066591,-2.176584463,2,0.301029996,0,
9.39E-10,-9.03E+00,0.0012937,-2.888166422,0.015796,-1.801452875,2.92E-05,-9.027218796,9.39E-10,15,1.176091259,250,2.397940009,0.0028222,-2.549412212,8,0.903089987,0,
1.44E-08,-7.84E+00,0.019769,-1.704015299,0.24138,-0.617298717,0.0004467,-7.843057315,1.44E-08,15,1.176091259,250,2.397940009,0.0053907,-2.268354837,1,0,0,
3.64E-09,-8.44E+00,0.005015,-2.299729063,0.061233,-1.213014463,0.00011332,-8.438791249,3.64E-09,15,1.176091259,250,2.397940009,0.01094,-1.960982678,8,0.903089987,0,
3.16E-09,-8.50E+00,0.0043463,-2.3618803,0.053069,-1.275159096,9.82E-05,-8.500931815,3.16E-09,15,1.176091259,250,2.397940009,0.0094812,-2.023136692,8,0.903089987,0,
2.22E-08,-7.65E+00,0.030584,-1.514505715,0.37343,-0.427790795,0.00069108,-7.653568781,2.22E-08,15,1.176091259,250,2.397940009,0.0083397,-2.078849572,1,0,0,
3.88E-08,-7.41E+00,0.053377,-1.272645839,0.65173,-0.185932287,0.0012061,-7.411705879,3.88E-08,15,1.176091259,250,2.397940009,0.014555,-1.83698779,1,0,0,
3.52E-08,-7.45E+00,0.048493,-1.314320948,0.5921,-0.227604939,0.0010957,-7.453383315,3.52E-08,15,1.176091259,250,2.397940009,0.013223,-1.878670002,1,0,0,
3.42E-08,-7.47E+00,0.047097,-1.327006756,0.57506,-0.24028684,0.0010642,-7.466062794,3.42E-08,15,1.176091259,250,2.397940009,0.012842,-1.891367334,1,0,0,
5.40E-09,-8.27E+00,0.0074425,-2.128281157,0.090873,-1.041565134,0.00016817,-8.267340919,5.40E-09,15,1.176091259,250,2.397940009,0.0040589,-2.391591648,2,0.301029996,0,
4.05E-09,-8.39E+00,0.0055819,-2.253217948,0.068155,-1.166502278,0.00012613,-8.392276976,4.05E-09,15,1.176091259,250,2.397940009,0.0076104,-2.118592516,5,0.698970004,0,
1.69E-08,-7.77E+00,0.023258,-1.633427634,0.28398,-0.546712245,0.00052553,-7.772498935,1.69E-08,15,1.176091259,250,2.397940009,0.012684,-1.896743767,2,0.301029996,0,
6.69E-09,-8.17E+00,0.0092159,-2.035462246,0.11253,-0.948731681,0.00020824,-8.174515461,6.69E-09,15,1.176091259,250,2.397940009,0.010052,-1.99774752,4,0.602059991,0,
2.26E-09,-8.65E+00,0.0031165,-2.506332869,0.038053,-1.419611099,7.04E-05,-8.645373023,2.26E-09,15,1.176091259,250,2.397940009,0.0042491,-2.371703048,5,0.698970004,0,
7.18E-10,-9.14E+00,0.00098846,-3.005040901,0.012069,-1.918328713,2.23E-05,-9.144099414,7.18E-10,15,1.176091259,250,2.397940009,0.0021563,-2.666290817,8,0.903089987,0,
1.44E-09,-8.84E+00,0.0019769,-2.704015299,0.024138,-1.617298717,4.47E-05,-8.843057315,1.44E-09,15,1.176091259,250,2.397940009,0.0016172,-2.791236267,3,0.477121255,0,
1.31E-08,-7.88E+00,0.018102,-1.742273439,0.22103,-0.655548776,0.00040904,-7.881305492,1.31E-08,15,1.176091259,250,2.397940009,0.014808,-1.829503594,3,0.477121255,0,
5.52E-09,-8.26E+00,0.0075976,-2.119323575,0.092766,-1.032611169,0.00017167,-8.258383616,5.52E-09,15,1.176091259,250,2.397940009,0.01243,-1.905528871,6,0.77815125,0,
5.61E-09,-8.25E+00,0.0077332,-2.111640758,0.094423,-1.024922205,0.00017474,-8.250696649,5.61E-09,15,1.176091259,250,2.397940009,0.012652,-1.897840817,6,0.77815125,0,
3.23E-09,-8.49E+00,0.0044448,-2.352147776,0.054271,-1.265432176,0.00010044,-8.491201035,3.23E-09,15,1.176091259,250,2.397940009,0.010908,-1.962254871,9,0.954242509,0,
4.56E-09,-8.34E+00,0.0062796,-2.202068019,0.076674,-1.115351879,0.00014189,-8.341120882,4.56E-09,15,1.176091259,250,2.397940009,0.005137,-2.289290434,3,0.477121255,0,
4.17E-09,-8.38E+00,0.0057498,-2.240347261,0.070206,-1.15362577,0.00012992,-8.379395535,4.17E-09,15,1.176091259,250,2.397940009,0.014111,-1.850442208,9,0.954242509,0,
2.20E-09,-8.66E+00,0.0030364,-2.517641017,0.037075,-1.43091884,6.86E-05,-8.656689897,2.20E-09,15,1.176091259,250,2.397940009,0.0074518,-2.12773881,9,0.954242509,0,
1.24E-08,-7.91E+00,0.017017,-1.769117001,0.20778,-0.682396258,0.00038452,-7.90815725,1.24E-08,15,1.176091259,250,2.397940009,0.013921,-1.856329567,3,0.477121255,0,
5.63E-09,-8.25E+00,0.0077526,-2.110552623,0.09466,-1.0238335,0.00017518,-8.24960733,5.63E-09,15,1.176091259,250,2.397940009,0.012684,-1.896743767,6,0.77815125,0,
2.89E-08,-7.54E+00,0.039771,-1.400433489,0.4856,-0.313721322,0.00089866,-7.539493048,2.89E-08,15,1.176091259,250,2.397940009,0.010845,-1.964770444,1,0,0,
4.17E-09,-8.38E+00,0.0057447,-2.240732646,0.070143,-1.154015663,0.00012981,-8.379791048,4.17E-09,15,1.176091259,250,2.397940009,0.0078323,-2.106110686,5,0.698970004,0,
1.15E-08,-7.94E+00,0.015815,-1.800930804,0.19311,-0.714195236,0.00035736,-7.939982457,1.15E-08,15,1.176091259,250,2.397940009,0.0086251,-2.064235861,2,0.301029996,0,
9.29E-10,-9.03E+00,0.0012792,-2.893061549,0.015619,-1.806346775,2.89E-05,-9.032124554,9.29E-10,15,1.176091259,250,2.397940009,0.0031393,-2.50316718,9,0.954242509,0,
2.50E-09,-8.60E+00,0.0034499,-2.462193493,0.042124,-1.375470396,7.80E-05,-8.601244284,2.50E-09,15,1.176091259,250,2.397940009,0.0056443,-2.248389911,6,0.77815125,0,
2.34E-09,-8.63E+00,0.0032212,-2.49198231,0.039331,-1.405265011,7.28E-05,-8.631044055,2.34E-09,15,1.176091259,250,2.397940009,0.0087836,-2.05632745,10,1,0,
1.30E-08,-7.89E+00,0.01787,-1.747875447,0.21819,-0.661165158,0.00040378,-7.886926106,1.30E-08,15,1.176091259,250,2.397940009,0.014618,-1.835112042,3,0.477121255,0,
5.99E-09,-8.22E+00,0.0082565,-2.083204015,0.10081,-0.996496385,0.00018656,-8.222261525,5.99E-09,15,1.176091259,250,2.397940009,0.011257,-1.948577334,5,0.698970004,0,
3.29E-09,-8.48E+00,0.0045353,-2.34339398,0.055376,-1.256678418,0.00010248,-8.482447836,3.29E-09,15,1.176091259,250,2.397940009,0.0012367,-2.907735639,1,0,0,
1.42E-09,-8.85E+00,0.0019603,-2.70767746,0.023935,-1.620966568,4.43E-05,-8.846734065,1.42E-09,15,1.176091259,250,2.397940009,0.0037418,-2.426919429,7,0.84509804,0,
2.32E-09,-8.63E+00,0.0031979,-2.495135121,0.039047,-1.408412328,7.23E-05,-8.634175193,2.32E-09,15,1.176091259,250,2.397940009,0.0052321,-2.281323964,6,0.77815125,0,
2.58E-09,-8.59E+00,0.0035551,-2.449148179,0.043408,-1.362430224,8.03E-05,-8.588195169,2.58E-09,15,1.176091259,250,2.397940009,0.0067859,-2.168392545,7,0.84509804,0,
2.49E-09,-8.60E+00,0.0034305,-2.464642576,0.041887,-1.377920743,7.75E-05,-8.603696016,2.49E-09,15,1.176091259,250,2.397940009,0.0018709,-2.727949425,2,0.301029996,0,
1.61E-09,-8.79E+00,0.002224,-2.652865217,0.027155,-1.566150193,5.03E-05,-8.791908155,1.61E-09,15,1.176091259,250,2.397940009,0.0048516,-2.314115013,8,0.903089987,0,
2.95E-08,-7.53E+00,0.040585,-1.39163445,0.49554,-0.304921284,0.00091706,-7.530693555,2.95E-08,15,1.176091259,250,2.397940009,0.011067,-1.95597009,1,0,0,
5.03E-09,-8.30E+00,0.0069337,-2.159034953,0.084661,-1.072316606,0.00015667,-8.298086789,5.03E-09,15,1.176091259,250,2.397940009,0.015126,-1.820275904,8,0.903089987,0,
5.90E-09,-8.23E+00,0.0081236,-2.090251469,0.09919,-1.00353211,0.00018356,-8.229302595,5.90E-09,15,1.176091259,250,2.397940009,0.015506,-1.80950022,7,0.84509804,0,
2.35E-08,-7.63E+00,0.032328,-1.490421163,0.39473,-0.403699865,0.00073049,-7.629468407,2.35E-08,15,1.176091259,250,2.397940009,0.0088153,-2.054762903,1,0,0,
1.06E-09,-8.98E+00,0.0014536,-2.837555086,0.017749,-1.750826111,3.28E-05,-8.976624062,1.06E-09,15,1.176091259,250,2.397940009,0.0023782,-2.623751625,6,0.77815125,0,
2.12E-09,-8.67E+00,0.0029238,-2.534052338,0.0357,-1.447331784,6.61E-05,-8.67311138,2.12E-09,15,1.176091259,250,2.397940009,0.0055809,-2.253295759,7,0.84509804,0,
1.32E-08,-7.88E+00,0.018141,-1.741338777,0.2215,-0.654626269,0.00040992,-7.88038125,1.32E-08,15,1.176091259,250,2.397940009,0.0049467,-2.305684427,1,0,0,
8.78E-09,-8.06E+00,0.012094,-1.917430036,0.14767,-0.830707725,0.00027328,-8.056485699,8.78E-09,15,1.176091259,250,2.397940009,0.0032978,-2.481775686,1,0,0,
1.41E-09,-8.85E+00,0.001942,-2.711750774,0.023712,-1.625031814,4.39E-05,-8.850811689,1.41E-09,15,1.176091259,250,2.397940009,0.0052955,-2.276093028,10,1,0,
7.06E-09,-8.15E+00,0.0097295,-2.011909478,0.1188,-0.925183559,0.00021985,-8.150961606,7.06E-09,15,1.176091259,250,2.397940009,0.0079592,-2.099130582,3,0.477121255,0,
2.02E-09,-8.70E+00,0.0027764,-2.556517964,0.0339,-1.469800302,6.27E-05,-8.695574104,2.02E-09,15,1.176091259,250,2.397940009,0.0060566,-2.217771108,8,0.903089987,0,
1.03E-08,-7.99E+00,0.014187,-1.848109431,0.17323,-0.761376895,0.00032058,-7.987162775,1.03E-08,15,1.176091259,250,2.397940009,0.011606,-1.935317434,3,0.477121255,0,
1.33E-08,-7.88E+00,0.018316,-1.737169365,0.22363,-0.650469936,0.00041386,-7.876246331,1.33E-08,15,1.176091259,250,2.397940009,0.0099886,-2.000495378,2,0.301029996,0,
2.55E-09,-8.59E+00,0.0035081,-2.454928035,0.042833,-1.368221507,7.93E-05,-8.593988107,2.55E-09,15,1.176091259,250,2.397940009,0.0057395,-2.24112594,6,0.77815125,0,
1.60E-09,-8.79E+00,0.0022095,-2.655705994,0.026978,-1.56899025,4.99E-05,-8.794768561,1.60E-09,15,1.176091259,250,2.397940009,0.0042174,-2.374955206,7,0.84509804,0,
5.63E-10,-9.25E+00,0.00077526,-3.110552623,0.009466,-2.0238335,1.75E-05,-9.24960733,5.63E-10,15,1.176091259,250,2.397940009,0.0006342,-3.197773762,3,0.477121255,0,
3.91E-09,-8.41E+00,0.0053825,-2.269015962,0.065721,-1.182295837,0.00012162,-8.408067671,3.91E-09,15,1.176091259,250,2.397940009,0.010274,-1.988260439,7,0.84509804,0,
3.89E-08,-7.41E+00,0.053609,-1.270762294,0.65457,-0.184043903,0.0012114,-7.40981601,3.89E-08,15,1.176091259,250,2.397940009,0.014618,-1.835112042,1,0,0,
4.31E-10,-9.37E+00,0.00059307,-3.226894044,0.0072415,-2.140171465,1.34E-05,-9.365946147,4.31E-10,15,1.176091259,250,2.397940009,0.0016172,-2.791236267,10,1,0,
9.62E-09,-8.02E+00,0.013257,-1.877554744,0.16187,-0.790833633,0.00029955,-8.016612798,9.62E-09,15,1.176091259,250,2.397940009,0.010845,-1.964770444,3,0.477121255,0,
6.92E-10,-9.16E+00,0.00095357,-3.020647421,0.011643,-1.933935103,2.15E-05,-9.159705668,6.92E-10,15,1.176091259,250,2.397940009,0.0013001,-2.886023242,5,0.698970004,0,
1.86E-10,-9.73E+00,0.00025584,-3.592031554,0.0031238,-2.505316779,5.78E-06,-9.731094559,1.86E-10,15,1.176091259,250,2.397940009,0.00034881,-3.457411073,5,0.698970004,0,
2.97E-09,-8.53E+00,0.0040934,-2.387915815,0.04998,-1.301203748,9.25E-05,-8.526980422,2.97E-09,15,1.176091259,250,2.397940009,0.0055809,-2.253295759,5,0.698970004,0,
3.54E-09,-8.45E+00,0.0048712,-2.312364039,0.059478,-1.225643643,0.00011007,-8.451414057,3.54E-09,15,1.176091259,250,2.397940009,0.011955,-1.92245042,9,0.954242509,0,
1.44E-09,-8.84E+00,0.0019769,-2.704015299,0.024138,-1.617298717,4.47E-05,-8.843057315,1.44E-09,15,1.176091259,250,2.397940009,0.0016172,-2.791236267,3,0.477121255,0,
2.77E-09,-8.56E+00,0.0038143,-2.418585152,0.046573,-1.331865786,8.62E-05,-8.557645677,2.77E-09,15,1.176091259,250,2.397940009,0.0052004,-2.28396325,5,0.698970004,0,
6.39E-09,-8.19E+00,0.0087992,-2.055556811,0.10744,-0.968834,0.00019883,-8.194614697,6.39E-09,15,1.176091259,250,2.397940009,0.0071981,-2.142782124,3,0.477121255,0,
7.77E-09,-8.11E+00,0.010699,-1.970656812,0.13063,-0.883957073,0.00024175,-8.109729921,7.77E-09,15,1.176091259,250,2.397940009,0.0058346,-2.233988912,2,0.301029996,0,
7.57E-09,-8.12E+00,0.010427,-1.981840626,0.12732,-0.89510337,0.00023561,-8.12088691,7.57E-09,15,1.176091259,250,2.397940009,0.0085299,-2.06905606,3,0.477121255,0,
3.32E-09,-8.48E+00,0.0045685,-2.340226371,0.055782,-1.253505919,0.00010323,-8.479280715,3.32E-09,15,1.176091259,250,2.397940009,0.0087202,-2.059473554,7,0.84509804,0,
1.03E-08,-7.99E+00,0.014187,-1.848109431,0.17323,-0.761376895,0.00032058,-7.987162775,1.03E-08,15,1.176091259,250,2.397940009,0.0038686,-2.412446173,1,0,0,
5.21E-09,-8.28E+00,0.0071809,-2.143821121,0.087678,-1.057109365,0.00016226,-8.282878952,5.21E-09,15,1.176091259,250,2.397940009,0.015665,-1.805069601,8,0.903089987,0,
2.06E-09,-8.69E+00,0.0028426,-2.546284248,0.034709,-1.459557899,6.42E-05,-8.685332392,2.06E-09,15,1.176091259,250,2.397940009,0.0069762,-2.156381077,9,0.954242509,0,
1.05E-09,-8.98E+00,0.0014472,-2.839471446,0.01767,-1.75276345,3.27E-05,-8.978521268,1.05E-09,15,1.176091259,250,2.397940009,0.0035515,-2.449588181,9,0.954242509,0,
8.25E-09,-8.08E+00,0.011367,-1.94435414,0.13879,-0.857641824,0.00025685,-8.08339868,8.25E-09,15,1.176091259,250,2.397940009,0.012399,-1.90661334,4,0.602059991,0,
5.79E-10,-9.24E+00,0.00079741,-3.098318322,0.0097364,-2.011601592,1.80E-05,-9.237373945,5.79E-10,15,1.176091259,250,2.397940009,0.0015221,-2.817556814,7,0.84509804,0,
3.06E-09,-8.51E+00,0.0042196,-2.374728716,0.051522,-1.288007287,9.53E-05,-8.513782115,3.06E-09,15,1.176091259,250,2.397940009,0.0080543,-2.093972198,7,0.84509804,0,
2.17E-08,-7.66E+00,0.029886,-1.524532208,0.36491,-0.437814235,0.00067531,-7.663580295,2.17E-08,15,1.176091259,250,2.397940009,0.0081494,-2.088874365,1,0,0,
1.37E-08,-7.86E+00,0.018897,-1.723607137,0.23073,-0.636895934,0.000427,-7.862677544,1.37E-08,15,1.176091259,250,2.397940009,0.010306,-1.986909862,2,0.301029996,0,
1.38E-09,-8.86E+00,0.0019042,-2.720287439,0.023251,-1.633558364,4.30E-05,-8.85933486,1.38E-09,15,1.176091259,250,2.397940009,0.004154,-2.381533508,8,0.903089987,0,
3.36E-09,-8.47E+00,0.0046283,-2.334578498,0.056512,-1.247859322,0.00010458,-8.473634873,3.36E-09,15,1.176091259,250,2.397940009,0.0063102,-2.199956876,5,0.698970004,0,
1.76E-08,-7.76E+00,0.024188,-1.61640004,0.29534,-0.529677729,0.00054655,-7.755450757,1.76E-08,15,1.176091259,250,2.397940009,0.013191,-1.87972228,2,0.301029996,0,
3.61E-09,-8.44E+00,0.0049746,-2.303241834,0.06074,-1.216525212,0.00011241,-8.442300356,3.61E-09,15,1.176091259,250,2.397940009,0.012208,-1.913355479,9,0.954242509,0,
6.56E-09,-8.18E+00,0.0090318,-2.044225688,0.11028,-0.957503243,0.00020408,-8.18328157,6.56E-09,15,1.176091259,250,2.397940009,0.014777,-1.830413727,6,0.77815125,0,
3.58E-09,-8.45E+00,0.0049307,-2.307091421,0.060203,-1.220381867,0.00011141,-8.446153368,3.58E-09,15,1.176091259,250,2.397940009,0.013445,-1.871439193,10,1,0,
4.27E-09,-8.37E+00,0.0058791,-2.230689153,0.071783,-1.143978395,0.00013284,-8.369745064,4.27E-09,15,1.176091259,250,2.397940009,0.014428,-1.840793866,9,0.954242509,0,
3.51E-08,-7.45E+00,0.048376,-1.315370044,0.59068,-0.228647734,0.0010931,-7.454420761,3.51E-08,15,1.176091259,250,2.397940009,0.013191,-1.87972228,1,0,0,
4.23E-09,-8.37E+00,0.0058274,-2.23452517,0.071152,-1.147812888,0.00013168,-8.37358777,4.23E-09,15,1.176091259,250,2.397940009,0.014301,-1.844633593,9,0.954242509,0,
7.83E-09,-8.11E+00,0.010786,-1.967139584,0.1317,-0.880414225,0.00024372,-8.10620496,7.83E-09,15,1.176091259,250,2.397940009,0.011764,-1.929444984,4,0.602059991,0,
2.77E-10,-9.56E+00,0.00038209,-3.417834328,0.0046654,-2.331111115,8.63E-06,-9.556893543,2.77E-10,15,1.176091259,250,2.397940009,0.00072933,-3.137075922,7,0.84509804,0,
9.51E-09,-8.02E+00,0.013102,-1.882662405,0.15997,-0.795961455,0.00029605,-8.021723593,9.51E-09,15,1.176091259,250,2.397940009,0.010718,-1.969886247,3,0.477121255,0,
2.27E-09,-8.64E+00,0.0031253,-2.505108288,0.03816,-1.418391634,7.06E-05,-8.644165504,2.27E-09,15,1.176091259,250,2.397940009,0.0068176,-2.166368483,8,0.903089987,0,
5.74E-09,-8.24E+00,0.0079077,-2.101949815,0.096553,-1.015234228,0.00017868,-8.241004888,5.74E-09,15,1.176091259,250,2.397940009,0.012938,-1.888132853,6,0.77815125,0,
3.52E-09,-8.45E+00,0.0048454,-2.314670365,0.059162,-1.227957153,0.00010949,-8.453728855,3.52E-09,15,1.176091259,250,2.397940009,0.011891,-1.924781621,9,0.954242509,0,
3.35E-09,-8.48E+00,0.004608,-2.33648753,0.056263,-1.249777115,0.00010412,-8.475551947,3.35E-09,15,1.176091259,250,2.397940009,0.010052,-1.99774752,8,0.903089987,0,
1.82E-08,-7.74E+00,0.025002,-1.602025249,0.30528,-0.515301647,0.00056495,-7.741075517,1.82E-08,15,1.176091259,250,2.397940009,0.0068176,-2.166368483,1,0,0,
4.56E-09,-8.34E+00,0.0062796,-2.202068019,0.076674,-1.115351879,0.00014189,-8.341120882,4.56E-09,15,1.176091259,250,2.397940009,0.015411,-1.81216918,9,0.954242509,0,
2.85E-09,-8.54E+00,0.003928,-2.405828521,0.047961,-1.31911177,8.88E-05,-8.544880935,2.85E-09,15,1.176091259,250,2.397940009,0.0096398,-2.015931976,9,0.954242509,0,
9.37E-09,-8.03E+00,0.012908,-1.889141043,0.15761,-0.802416231,0.00029167,-8.028195525,9.37E-09,15,1.176091259,250,2.397940009,0.0035198,-2.453482013,1,0,0,
6.30E-09,-8.20E+00,0.0086829,-2.061335201,0.10602,-0.9746122,0.0001962,-8.200390685,6.30E-09,15,1.176091259,250,2.397940009,0.007103,-2.148558185,3,0.477121255,0,
2.03E-09,-8.69E+00,0.0027909,-2.554255724,0.034077,-1.467538646,6.31E-05,-8.693296256,2.03E-09,15,1.176091259,250,2.397940009,0.0060883,-2.215503956,8,0.903089987,0,
7.94E-10,-9.10E+00,0.0010931,-2.961340106,0.013347,-1.87461634,2.47E-05,-9.100387396,7.94E-10,15,1.176091259,250,2.397940009,0.0014904,-2.826697158,5,0.698970004,0,
3.17E-09,-8.50E+00,0.0043608,-2.360433831,0.053246,-1.273713012,9.85E-05,-8.499489089,3.17E-09,15,1.176091259,250,2.397940009,0.0071347,-2.146624283,6,0.77815125,0,
1.94E-09,-8.71E+00,0.0026746,-2.57274116,0.032658,-1.486010415,6.04E-05,-8.711795503,1.94E-09,15,1.176091259,250,2.397940009,0.0029173,-2.535018908,4,0.602059991,0,
2.78E-09,-8.56E+00,0.0038246,-2.417413979,0.046699,-1.330692419,8.64E-05,-8.55647104,2.78E-09,15,1.176091259,250,2.397940009,0.0093861,-2.027514823,9,0.954242509,0,
1.82E-08,-7.74E+00,0.025002,-1.602025249,0.30528,-0.515301647,0.00056495,-7.741075517,1.82E-08,15,1.176091259,250,2.397940009,0.013635,-1.865344858,2,0.301029996,0,
1.72E-09,-8.76E+00,0.0023723,-2.624830391,0.028966,-1.538111474,5.36E-05,-8.763891198,1.72E-09,15,1.176091259,250,2.397940009,0.0064688,-2.189176276,10,1,0,
3.40E-09,-8.47E+00,0.0046774,-2.329995489,0.057111,-1.243280235,0.00010569,-8.469045107,3.40E-09,15,1.176091259,250,2.397940009,0.011479,-1.940095944,9,0.954242509,0,
1.48E-10,-9.83E+00,0.00020351,-3.691414246,0.0024848,-2.604708562,4.60E-06,-9.83047251,1.48E-10,15,1.176091259,250,2.397940009,0.00044394,-3.352675722,8,0.903089987,0,
4.33E-09,-8.36E+00,0.0059598,-2.224768314,0.07277,-1.138047625,0.00013467,-8.363823142,4.33E-09,15,1.176091259,250,2.397940009,0.013001,-1.886023242,8,0.903089987,0,
4.52E-09,-8.35E+00,0.0062215,-2.206104895,0.075964,-1.119392175,0.00014058,-8.345159524,4.52E-09,15,1.176091259,250,2.397940009,0.010179,-1.992294886,6,0.77815125,0,